id_processo,status,area,assunto,vara,data_hora,controle,incidente,processo_principal,recebido_em,processo,cdp,digital,classe,distribuicao,juiz,local_fisico,execucao_de_sentenca,erro,valor_da_acao,outros_numeros,dados_da_precatoria,outros_assuntos,apensado_ao,acao_incidental,cdas,entranhado_ao
1016422-34.2017.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,18/10/2017 as 16:01,2017/000218,Impugnacao de Credito (0002344-18.2018.8.26.0100),1016422-34.2017.8.26.0100,18/10/2017 as 16:01 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1016422-34.2017.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0138135-42.2007.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,23/01/2012 as 13:05,2007/000155,Impugnacao de Credito (0002357-27.2012.8.26.0100) Extinto,0138135-42.2007.8.26.0100,23/01/2012 as 13:05 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0138135-42.2007.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"R$ 12.385,21",NA,NA,NA,NA,NA,NA,NA
0055302-54.2013.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,26/09/2016 as 14:13,2013/000198,Habilitacao de Credito (0002357-51.2017.8.26.0100) Extinto,0055302-54.2013.8.26.0100,26/09/2016 as 14:13 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0055302-54.2013.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016422-34.2017.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,19/10/2017 as 14:50,2017/000218,Impugnacao de Credito (0002358-02.2018.8.26.0100),1016422-34.2017.8.26.0100,19/10/2017 as 14:50 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1016422-34.2017.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099671-48.2015.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,27/09/2016 as 08:15,2015/000313,Habilitacao de Credito (0002373-05.2017.8.26.0100) Extinto,1099671-48.2015.8.26.0100,27/09/2016 as 08:15 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1099671-48.2015.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0025765-18.2010.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,27/09/2016 as 14:49,2010/000210,Habilitacao de Credito (0002387-86.2017.8.26.0100),0025765-18.2010.8.26.0100,27/09/2016 as 14:49 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0025765-18.2010.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0198196-97.2006.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,27/09/2016 as 15:30,2006/000506,Habilitacao de Credito (0002391-26.2017.8.26.0100),0198196-97.2006.8.26.0100,27/09/2016 as 15:30 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0198196-97.2006.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0057970-95.2013.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/01/2014 as 12:53,2013/000212,Impugnacao de Credito (0002396-53.2014.8.26.0100),0057970-95.2013.8.26.0100,21/01/2014 as 12:53 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0057970-95.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"10.000,00",NA,NA,NA,0002679-76.2014.8.26.0100,NA,NA,NA
0168132-46.2002.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,27/09/2016 as 16:12,2006/000619,Habilitacao de Credito (0002401-70.2017.8.26.0100),0168132-46.2002.8.26.0100,27/09/2016 as 16:12 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0168132-46.2002.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097196-22.2015.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,07/01/2016 as 16:09,2015/000305,Habilitacao de Credito (0002403-74.2016.8.26.0100),1097196-22.2015.8.26.0100,07/01/2016 as 16:09 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1097196-22.2015.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0059572-92.2011.8.26.0100,,Civel,ASSUNTOS ANTIGOS DO SAJ - Assunto nao informado,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,23/01/2012 as 14:07,2011/000371,Habilitacao de Credito (0002408-38.2012.8.26.0100) Extinto,0059572-92.2011.8.26.0100,23/01/2012 as 14:07 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0178281-28.2007.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,27/09/2016 as 16:36,2007/000246,Habilitacao de Credito (0002409-47.2017.8.26.0100),0178281-28.2007.8.26.0100,27/09/2016 as 16:36 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0178281-28.2007.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0018939-68.2013.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,27/09/2016 as 14:11,2013/000044,Habilitacao de Credito (0002412-02.2017.8.26.0100) Extinto,0018939-68.2013.8.26.0100,27/09/2016 as 14:11 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0018939-68.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0026467-56.2013.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/01/2014 as 13:41,2013/000070,Impugnacao de Credito (0002413-89.2014.8.26.0100) Extinto,0026467-56.2013.8.26.0100,21/01/2014 as 13:41 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0026467-56.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"30.213,85",NA,NA,NA,NA,NA,NA,NA
0026467-56.2013.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/01/2014 as 13:44,2013/000070,Impugnacao de Credito (0002414-74.2014.8.26.0100) Extinto,0026467-56.2013.8.26.0100,21/01/2014 as 13:44 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0026467-56.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"17.514,82",NA,NA,NA,NA,NA,NA,NA
1099671-48.2015.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,28/09/2016 as 11:35,2015/000313,Habilitacao de Credito (0002421-61.2017.8.26.0100) Suspenso,1099671-48.2015.8.26.0100,28/09/2016 as 11:35 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1099671-48.2015.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002427-95.2014.8.26.0125,Extinto,Civel,Dissolucao,2ª Vara - Foro de Capivari,20/05/2014 as 14:59 - Livre,2014/001361,NA,NA,NA,0002427-95.2014.8.26.0125 Extinto,NA,FALSE,Procedimento Comum Civel,20/05/2014 as 14:59 - Livre | 2ª Vara - Foro de Capivari,ANDRE LUIZ MARCONDES PONTES,17/01/2018 00:00 - Arquivo Geral - CX: 4228/2017 - F9001971126062 (1VOL + 1 APENSO),NA,NA,"R$ 10.000,00",NA,NA,Liminar,NA,NA,NA,NA
0020795-04.2012.8.26.0100,,Civel,ASSUNTOS ANTIGOS DO SAJ - IMPUGNACAO DE CREDITO,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,28/09/2016 as 12:55,2012/000127,Habilitacao de Credito (0002429-38.2017.8.26.0100) Extinto,0020795-04.2012.8.26.0100,28/09/2016 as 12:55 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0020795-04.2012.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0020795-04.2012.8.26.0100,,Civel,ASSUNTOS ANTIGOS DO SAJ - IMPUGNACAO DE CREDITO,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,28/09/2016 as 13:24,2012/000127,Habilitacao de Credito (0002431-08.2017.8.26.0100) Extinto,0020795-04.2012.8.26.0100,28/09/2016 as 13:24 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0020795-04.2012.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002431-86.2016.8.26.0053,Extinto | (Tramitacao prioritaria),Civel,Atos Administrativos,8ª Vara de Fazenda Publica - Foro Central - Fazenda Publica/Acidentes,01/06/2016 as 17:55 - Livre,2016/001263,NA,NA,NA,0002431-86.2016.8.26.0053 Extinto | (Tramitacao prioritaria),NA,TRUE,Procedimento Comum Civel,01/06/2016 as 17:55 - Livre | 8ª Vara de Fazenda Publica - Foro Central - Fazenda Publica/Acidentes,Josue Vilela Pimentel,NA,NA,NA,"R$ 10.000,00",0001641-67.2016.8.16.0090,NA,NA,NA,NA,NA,NA
0040759-80.2012.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,28/09/2016 as 14:32,2012/000268,Habilitacao de Credito (0002433-75.2017.8.26.0100),0040759-80.2012.8.26.0100,28/09/2016 as 14:32 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0040759-80.2012.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0020795-04.2012.8.26.0100,,Civel,ASSUNTOS ANTIGOS DO SAJ - IMPUGNACAO DE CREDITO,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,28/09/2016 as 11:18,2012/000127,Habilitacao de Credito (0002434-60.2017.8.26.0100) Extinto,0020795-04.2012.8.26.0100,28/09/2016 as 11:18 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0020795-04.2012.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002436-75.2012.8.26.0659,Suspenso,Civel,Ato / Negocio Juridico,2ª Vara - Foro de Vinhedo,04/04/2012 as 15:27 - Livre,2012/000603,NA,NA,NA,0002436-75.2012.8.26.0659 (659.01.2012.002436) Suspenso,NA,FALSE,Outros Feitos nao Especificados,04/04/2012 as 15:27 - Livre | 2ª Vara - Foro de Vinhedo,Euzy Lopes Feijo Liberatti,28/08/2019 00:00 - Arquivo do Cartorio - RET ARQUIVO 61614,NA,NA,"R$ 1.000,00",NA,NA,NA,NA,NA,NA,NA
1089203-88.2016.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,29/09/2016 as 20:56,2016/000637,Habilitacao de Credito (0002458-88.2017.8.26.0100) Extinto,1089203-88.2016.8.26.0100,29/09/2016 as 20:56 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1089203-88.2016.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0081248-62.2012.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,23/01/2015 as 13:30,2012/000404,Exibicao de Documento ou Coisa Civel (0002473-28.2015.8.26.0100),0081248-62.2012.8.26.0100,23/01/2015 as 13:30 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0081248-62.2012.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0059572-92.2011.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/01/2014 as 16:51,2011/000371,Impugnacao de Credito (0002483-09.2014.8.26.0100),0059572-92.2011.8.26.0100,21/01/2014 as 16:51 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"44.923,88",NA,NA,NA,NA,NA,NA,NA
0059572-92.2011.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/01/2014 as 17:06,2011/000371,Impugnacao de Credito (0002492-68.2014.8.26.0100) Extinto,0059572-92.2011.8.26.0100,21/01/2014 as 17:06 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"9.886,44",NA,NA,NA,NA,NA,NA,NA
1117575-18.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,30/09/2016 as 13:11,2014/000269,Habilitacao de Credito (0002494-33.2017.8.26.0100) Extinto,1117575-18.2014.8.26.0100,30/09/2016 as 13:11 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1117575-18.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0059572-92.2011.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,30/09/2016 as 14:56,2011/000371,Habilitacao de Credito (0002495-18.2017.8.26.0100),0059572-92.2011.8.26.0100,30/09/2016 as 14:56 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117575-18.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,30/09/2016 as 15:30,2014/000269,Habilitacao de Credito (0002497-85.2017.8.26.0100) Suspenso,1117575-18.2014.8.26.0100,30/09/2016 as 15:30 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1117575-18.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099671-48.2015.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,30/09/2016 as 15:32,2015/000313,Habilitacao de Credito (0002498-70.2017.8.26.0100) Extinto,1099671-48.2015.8.26.0100,30/09/2016 as 15:32 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1099671-48.2015.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0130923-04.2006.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,30/09/2016 as 16:11,2006/000173,Habilitacao de Credito (0002499-55.2017.8.26.0100) Extinto,0130923-04.2006.8.26.0100,30/09/2016 as 16:11 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0130923-04.2006.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0138135-42.2007.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,30/09/2016 as 16:12,2007/000155,Habilitacao de Credito (0002502-10.2017.8.26.0100) Extinto,0138135-42.2007.8.26.0100,30/09/2016 as 16:12 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0138135-42.2007.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065228-08.2014.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,23/01/2015 as 14:17,2014/000153,Impugnacao de Credito (0002504-48.2015.8.26.0100) Extinto,1065228-08.2014.8.26.0100,23/01/2015 as 14:17 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1065228-08.2014.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117575-18.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,30/09/2016 as 16:41,2014/000269,Habilitacao de Credito (0002504-77.2017.8.26.0100) Extinto,1117575-18.2014.8.26.0100,30/09/2016 as 16:41 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1117575-18.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0156412-72.2008.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,30/09/2016 as 19:45,2008/000194,Habilitacao de Credito (0002506-47.2017.8.26.0100),0156412-72.2008.8.26.0100,30/09/2016 as 19:45 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0156412-72.2008.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010111-27.2014.8.26.0037,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,23/01/2015 as 15:20,2014/000200,Impugnacao de Credito (0002508-85.2015.8.26.0100) Extinto,1010111-27.2014.8.26.0037,23/01/2015 as 15:20 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1010111-27.2014.8.26.0037,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118636-69.2018.8.26.0100,,Civel,Liminar,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,19/12/2018 as 15:23,2018/000988,NA,1118636-69.2018.8.26.0100,19/12/2018 as 15:23 | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,1118636-69.2018.8.26.0100,NA,TRUE,NA,NA,NA,NA,Cumprimento de sentenca (0002515-38.2019.8.26.0100) Extinto,NA,NA,NA,NA,NA,NA,NA,NA,NA
0059572-92.2011.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,03/10/2016 as 11:47,2011/000371,NA,0059572-92.2011.8.26.0100,03/10/2016 as 11:47 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,Habilitacao de Credito (0002518-61.2017.8.26.0100) Extinto,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122677-16.2017.8.26.0100,,Civel,"Defeito, nulidade ou anulacao",2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,07/01/2019 as 19:14,2018/000050,NA,1122677-16.2017.8.26.0100,07/01/2019 as 19:14 | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,1122677-16.2017.8.26.0100,NA,TRUE,NA,NA,NA,NA,Cumprimento de sentenca (0002519-75.2019.8.26.0100),NA,NA,NA,NA,NA,NA,NA,NA,NA
0077161-53.2018.8.26.0100,,Civel,Ingresso e Exclusao dos Socios na Sociedade,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,11/01/2019 as 14:52,2018/000142,NA,0077161-53.2018.8.26.0100,11/01/2019 as 14:52 | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,0077161-53.2018.8.26.0100,NA,TRUE,NA,NA,LUIS FELIPE FERRARI BEDENDI,NA,Cumprimento de sentenca (0002525-82.2019.8.26.0100) Extinto,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117575-18.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,04/10/2016 as 15:12,2014/000269,Habilitacao de Credito (0002527-23.2017.8.26.0100) Extinto,1117575-18.2014.8.26.0100,04/10/2016 as 15:12 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1117575-18.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0138135-42.2007.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,02/09/2016 as 14:08,2007/000155,Habilitacao de Credito (0002529-90.2017.8.26.0100) Extinto,0138135-42.2007.8.26.0100,02/09/2016 as 14:08 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0138135-42.2007.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077308-38.2013.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,29/01/2016 as 13:52,2013/000252,Impugnacao de Credito (0002542-26.2016.8.26.0100),1077308-38.2013.8.26.0100,29/01/2016 as 13:52 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1077308-38.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068373-38.2015.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,31/08/2016 as 16:42,2015/000203,Habilitacao de Credito (0002543-74.2017.8.26.0100) Extinto,1068373-38.2015.8.26.0100,31/08/2016 as 16:42 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1068373-38.2015.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0026883-58.2012.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,06/09/2016 as 10:29,2012/000173,Habilitacao de Credito (0002547-14.2017.8.26.0100) Extinto,0026883-58.2012.8.26.0100,06/09/2016 as 10:29 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0026883-58.2012.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0156673-03.2009.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/09/2016 as 14:41,2009/000189,Habilitacao de Credito (0002556-73.2017.8.26.0100),0156673-03.2009.8.26.0100,12/09/2016 as 14:41 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0156673-03.2009.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0138135-42.2007.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,04/10/2016 as 19:21,2007/000155,Habilitacao de Credito (0002560-13.2017.8.26.0100) Extinto,0138135-42.2007.8.26.0100,04/10/2016 as 19:21 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0138135-42.2007.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030812-77.2015.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,29/01/2016 as 17:50,2015/000074,Impugnacao de Credito (0002585-60.2016.8.26.0100) Extinto,1030812-77.2015.8.26.0100,29/01/2016 as 17:50 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1030812-77.2015.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041612-04.2014.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,26/01/2015 as 11:34,2014/000105,Habilitacao de Credito (0002590-19.2015.8.26.0100) Extinto,1041612-04.2014.8.26.0100,26/01/2015 as 11:34 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1041612-04.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0188041-64.2008.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,05/10/2016 as 15:51,2008/000298,Habilitacao de Credito (0002593-03.2017.8.26.0100),0188041-64.2008.8.26.0100,05/10/2016 as 15:51 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0188041-64.2008.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088198-02.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,05/10/2016 as 16:19,2014/000205,Habilitacao de Credito (0002596-55.2017.8.26.0100),1088198-02.2014.8.26.0100,05/10/2016 as 16:19 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1088198-02.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
