id_processo,status,area,assunto,vara,data_hora,controle,incidente,processo_principal,recebido_em,processo,cdp,digital,classe,distribuicao,juiz,local_fisico,execucao_de_sentenca,erro,valor_da_acao,outros_numeros,dados_da_precatoria,outros_assuntos,apensado_ao,acao_incidental,cdas,entranhado_ao
1116681-42.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,06/09/2016 as 10:19,2014/000266,Habilitacao de Credito (0002096-86.2017.8.26.0100),1116681-42.2014.8.26.0100,06/09/2016 as 10:19 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1116681-42.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002100-88.2010.8.26.0191,,Civel,Indenizacao por Dano Material,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,27/02/2013 as 13:43 - Direcionada,2013/000039,NA,NA,NA,0002100-88.2010.8.26.0191,NA,TRUE,Procedimento Comum Civel,27/02/2013 as 13:43 - Direcionada | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"R$ 282.000,00",191.01.2010.002100,NA,Indenizacao por Dano Moral,NA,NA,NA,NA
0059572-92.2011.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/01/2015 as 13:18,2011/000371,Impugnacao de Credito (0002100-94.2015.8.26.0100) Extinto,0059572-92.2011.8.26.0100,21/01/2015 as 13:18 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092334-08.2015.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,06/09/2016 as 16:37,2015/000286,Habilitacao de Credito (0002101-11.2017.8.26.0100) Extinto,1092334-08.2015.8.26.0100,06/09/2016 as 16:37 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1092334-08.2015.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0018939-68.2013.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/09/2016 as 14:28,2013/000044,Habilitacao de Credito (0002104-63.2017.8.26.0100) Extinto,0018939-68.2013.8.26.0100,12/09/2016 as 14:28 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0018939-68.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099671-48.2015.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,14/09/2016 as 11:02,2015/000313,Habilitacao de Credito (0002107-18.2017.8.26.0100) Extinto,1099671-48.2015.8.26.0100,14/09/2016 as 11:02 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1099671-48.2015.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092334-08.2015.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,15/09/2016 as 11:31,2015/000286,Habilitacao de Credito (0002114-10.2017.8.26.0100) Extinto,1092334-08.2015.8.26.0100,15/09/2016 as 11:31 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1092334-08.2015.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0235280-98.2007.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,15/09/2016 as 16:27,2007/000415,Habilitacao de Credito (0002117-62.2017.8.26.0100) Extinto,0235280-98.2007.8.26.0100,15/09/2016 as 16:27 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0235280-98.2007.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0147254-61.2006.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,15/09/2016 as 17:41,2006/000263,Habilitacao de Credito (0002119-32.2017.8.26.0100) Extinto,0147254-61.2006.8.26.0100,15/09/2016 as 17:41 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0147254-61.2006.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071071-80.2016.8.26.0100,,Civel,Ato / Negocio Juridico,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,13/11/2018 as 16:34,2016/000598,NA,1071071-80.2016.8.26.0100,13/11/2018 as 16:34 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1071071-80.2016.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,Cumprimento Provisorio de Sentenca (0002130-90.2019.8.26.0100),NA,NA,NA,NA,NA,NA,NA,NA,NA
0023065-98.2012.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/01/2015 as 15:10,2012/000142,Impugnacao de Credito (0002131-17.2015.8.26.0100) Extinto,0023065-98.2012.8.26.0100,21/01/2015 as 15:10 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0023065-98.2012.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"25.866,40",NA,NA,NA,NA,NA,NA,NA
0059572-92.2011.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/09/2016 as 18:17,2011/000371,Habilitacao de Credito (0002137-53.2017.8.26.0100),0059572-92.2011.8.26.0100,12/09/2016 as 18:17 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002145-15.2013.8.26.0506,Suspenso,Civel,Patente,7ª Vara Civel - Foro de Ribeirao Preto,15/01/2013 as 12:33 - Livre,2013/000116,NA,NA,NA,0002145-15.2013.8.26.0506 Suspenso,NA,FALSE,Procedimento Comum Civel,15/01/2013 as 12:33 - Livre | 7ª Vara Civel - Foro de Ribeirao Preto,Thomaz Carvalhaes Ferreira,25/11/2016 00:00 - Arquivo Geral - caixa 4281,NA,NA,"R$ 10.000,00",NA,NA,"Indenizacao por Dano Moral,Marca",NA,NA,NA,NA
0147254-61.2006.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,16/09/2016 as 18:49,2006/000263,Habilitacao de Credito (0002145-30.2017.8.26.0100) Extinto,0147254-61.2006.8.26.0100,16/09/2016 as 18:49 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0147254-61.2006.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0026883-58.2012.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,19/09/2016 as 14:44,2012/000173,Habilitacao de Credito (0002146-15.2017.8.26.0100) Extinto,0026883-58.2012.8.26.0100,19/09/2016 as 14:44 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0026883-58.2012.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0156673-03.2009.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/01/2015 as 15:38,2009/000189,Impugnacao de Credito (0002147-68.2015.8.26.0100),0156673-03.2009.8.26.0100,21/01/2015 as 15:38 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0156673-03.2009.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"85.319,26",NA,NA,NA,NA,NA,NA,NA
0144858-53.2002.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/01/2015 as 15:40,2006/000512,Alvara Judicial (0002149-38.2015.8.26.0100) Extinto,0144858-53.2002.8.26.0100,21/01/2015 as 15:40 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0144858-53.2002.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"5.500,00",NA,NA,NA,NA,NA,NA,NA
0121755-70.2009.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,19/09/2016 as 13:33,2009/000064,Habilitacao de Credito (0002150-52.2017.8.26.0100),0121755-70.2009.8.26.0100,19/09/2016 as 13:33 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0121755-70.2009.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116681-42.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,06/09/2016 as 10:26,2014/000266,Habilitacao de Credito (0002157-44.2017.8.26.0100),1116681-42.2014.8.26.0100,06/09/2016 as 10:26 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1116681-42.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009905-74.2010.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,19/09/2016 as 14:57,2010/000064,Habilitacao de Credito (0002158-29.2017.8.26.0100) Extinto,0009905-74.2010.8.26.0100,19/09/2016 as 14:57 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0009905-74.2010.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0121755-70.2009.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/01/2015 as 16:00,2009/000064,Impugnacao de Credito (0002158-97.2015.8.26.0100) Extinto,0121755-70.2009.8.26.0100,21/01/2015 as 16:00 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0121755-70.2009.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"2.156,66",NA,NA,NA,NA,NA,NA,NA
0138135-42.2007.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/01/2015 as 16:06,2007/000155,Impugnacao de Credito (0002161-52.2015.8.26.0100) Extinto,0138135-42.2007.8.26.0100,21/01/2015 as 16:06 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0138135-42.2007.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"22.028,00",NA,NA,NA,NA,NA,NA,NA
0070715-88.2005.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,17/01/2011 as 00:00,2005/000057,Impugnacao de Credito (0002161-57.2012.8.26.0100) Extinto,0070715-88.2005.8.26.0100,17/01/2011 as 00:00 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0070715-88.2005.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"23.037,19",NA,NA,NA,NA,NA,NA,NA
1088198-02.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,25/08/2016 as 11:24,2014/000205,Habilitacao de Credito (0002162-66.2017.8.26.0100),1088198-02.2014.8.26.0100,25/08/2016 as 11:24 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1088198-02.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0015595-79.2013.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/09/2016 as 19:17,2013/000029,Habilitacao de Credito (0002165-21.2017.8.26.0100) Extinto,0015595-79.2013.8.26.0100,12/09/2016 as 19:17 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0015595-79.2013.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002170-45.2013.8.26.0565,Extinto,Civel,Inventario e Partilha,4ª Vara Civel - Foro de Sao Caetano do Sul,04/02/2013 as 14:46 - Direcionada,2013/000192,NA,NA,NA,0002170-45.2013.8.26.0565 (056.52.0130.002170) Extinto,NA,FALSE,Habilitacao de Credito,04/02/2013 as 14:46 - Direcionada | 4ª Vara Civel - Foro de Sao Caetano do Sul,JOSE FRANCISCO MATOS,19/06/2015 00:00 - Arquivo Geral,NA,NA,"R$ 100.000,00",0002170-45.2013.8.26.0565,NA,NA,NA,NA,NA,NA
0071329-30.2004.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,19/09/2016 as 15:59,2005/000053,Habilitacao de Credito (0002182-57.2017.8.26.0100) Extinto,0071329-30.2004.8.26.0100,19/09/2016 as 15:59 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0071329-30.2004.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070715-88.2005.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,20/09/2016 as 11:12,2005/000057,Habilitacao de Credito (0002201-63.2017.8.26.0100) Extinto,0070715-88.2005.8.26.0100,20/09/2016 as 11:12 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0070715-88.2005.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0086924-69.2004.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,20/09/2016 as 15:13,2006/000156,Habilitacao de Credito (0002206-85.2017.8.26.0100) Extinto,0086924-69.2004.8.26.0100,20/09/2016 as 15:13 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0086924-69.2004.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009905-74.2010.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,20/09/2016 as 15:56,2010/000064,Habilitacao de Credito (0002208-55.2017.8.26.0100),0009905-74.2010.8.26.0100,20/09/2016 as 15:56 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0009905-74.2010.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0021834-70.2011.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,20/09/2016 as 16:32,2011/000138,Habilitacao de Credito (0002215-47.2017.8.26.0100) Extinto,0021834-70.2011.8.26.0100,20/09/2016 as 16:32 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0021834-70.2011.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116681-42.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,20/09/2016 as 19:22,2014/000266,Habilitacao de Credito (0002230-16.2017.8.26.0100),1116681-42.2014.8.26.0100,20/09/2016 as 19:22 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1116681-42.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0324544-58.2009.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,20/09/2016 as 19:56,2009/000269,Habilitacao de Credito (0002232-83.2017.8.26.0100),0324544-58.2009.8.26.0100,20/09/2016 as 19:56 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0324544-58.2009.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073832-84.2016.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,20/09/2016 as 20:13,2016/000549,Habilitacao de Credito (0002234-53.2017.8.26.0100),1073832-84.2016.8.26.0100,20/09/2016 as 20:13 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1073832-84.2016.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087841-56.2013.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/09/2016 as 09:44,2013/000280,Habilitacao de Credito (0002242-30.2017.8.26.0100) Extinto,1087841-56.2013.8.26.0100,21/09/2016 as 09:44 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1087841-56.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103135-17.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/09/2016 as 09:59,2014/000233,Habilitacao de Credito (0002245-82.2017.8.26.0100),1103135-17.2014.8.26.0100,21/09/2016 as 09:59 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1103135-17.2014.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070715-88.2005.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/09/2016 as 11:02,2005/000057,Habilitacao de Credito (0002247-52.2017.8.26.0100),0070715-88.2005.8.26.0100,21/09/2016 as 11:02 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0070715-88.2005.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0053784-97.2011.8.26.0100,,Civel,Inadimplemento,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,18/01/2017 as 11:38,2011/000331,Habilitacao de Credito (0002251-89.2017.8.26.0100) Extinto,0053784-97.2011.8.26.0100,18/01/2017 as 11:38 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0053784-97.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016422-34.2017.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,14/10/2017 as 15:14,2017/000218,Impugnacao de Credito (0002267-09.2018.8.26.0100),1016422-34.2017.8.26.0100,14/10/2017 as 15:14 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1016422-34.2017.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002270-71.2012.8.26.0100,,Civel,Administracao judicial,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,20/01/2012 as 17:48 - Livre,2012/000013,NA,NA,NA,0002270-71.2012.8.26.0100,NA,TRUE,"Falencia de Empresarios, Sociedades Empresariais, Microempresas e Empresas de Pequeno Porte",20/01/2012 as 17:48 - Livre | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,Tiago Henriques Papaterra Limongi,NA,NA,NA,"R$ 400.000,00",NA,NA,NA,NA,NA,NA,NA
1088198-02.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/09/2016 as 11:29,2014/000205,Habilitacao de Credito (0002304-70.2017.8.26.0100),1088198-02.2014.8.26.0100,21/09/2016 as 11:29 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1088198-02.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0057760-44.2013.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/09/2016 as 15:09,2013/000208,Habilitacao de Credito (0002308-10.2017.8.26.0100),0057760-44.2013.8.26.0100,21/09/2016 as 15:09 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0057760-44.2013.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0059572-92.2011.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/09/2016 as 15:28,2011/000371,Habilitacao de Credito (0002309-92.2017.8.26.0100) Extinto,0059572-92.2011.8.26.0100,21/09/2016 as 15:28 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077308-38.2013.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/09/2016 as 18:33,2013/000252,Impugnacao de Credito (0002314-17.2017.8.26.0100) Extinto,1077308-38.2013.8.26.0100,21/09/2016 as 18:33 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1077308-38.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016422-34.2017.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,17/10/2017 as 16:55,2017/000218,Impugnacao de Credito (0002315-65.2018.8.26.0100),1016422-34.2017.8.26.0100,17/10/2017 as 16:55 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1016422-34.2017.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070715-88.2005.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,21/09/2016 as 19:25,2005/000057,NA,0070715-88.2005.8.26.0100,21/09/2016 as 19:25 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0070715-88.2005.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,Habilitacao de Credito (0002316-84.2017.8.26.0100) Extinto,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016422-34.2017.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,18/10/2017 as 13:36,2017/000218,Impugnacao de Credito (0002318-20.2018.8.26.0100),1016422-34.2017.8.26.0100,18/10/2017 as 13:36 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1016422-34.2017.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016422-34.2017.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,18/10/2017 as 14:53,2017/000218,Impugnacao de Credito (0002320-87.2018.8.26.0100),1016422-34.2017.8.26.0100,18/10/2017 as 14:53 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1016422-34.2017.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0130923-04.2006.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,22/09/2016 as 12:09,2006/000173,Habilitacao de Credito (0002328-98.2017.8.26.0100) Extinto,0130923-04.2006.8.26.0100,22/09/2016 as 12:09 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0130923-04.2006.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025736-09.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,22/09/2016 as 16:02,2014/000068,Impugnacao de Credito (0002330-68.2017.8.26.0100) Extinto,1025736-09.2014.8.26.0100,22/09/2016 as 16:02 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1025736-09.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025736-09.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,22/09/2016 as 16:13,2014/000068,Impugnacao de Credito (0002332-38.2017.8.26.0100) Extinto,1025736-09.2014.8.26.0100,22/09/2016 as 16:13 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1025736-09.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025736-09.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,22/09/2016 as 17:18,2014/000068,Habilitacao de Credito (0002334-08.2017.8.26.0100) Extinto,1025736-09.2014.8.26.0100,22/09/2016 as 17:18 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1025736-09.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103135-17.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,23/09/2016 as 12:19,2014/000233,Habilitacao de Credito (0002335-90.2017.8.26.0100) Extinto,1103135-17.2014.8.26.0100,23/09/2016 as 12:19 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1103135-17.2014.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
